"Variable code","Variable name","Province","Citizenship","Year","Estimate","± 1 standard error"
"SNIPK","Snipe harvest","Saskatchewan","All hunters","1979","48","35"
"SNIPK","Snipe harvest","Alberta","All hunters","1980","230","92"
"SNIPK","Snipe harvest","British Columbia","All hunters","1980","51","37"
"SNIPK","Snipe harvest","Manitoba","All hunters","1980","66","38"
"SNIPK","Snipe harvest","New Brunswick","All hunters","1980","53","19"
"SNIPK","Snipe harvest","Newfoundland and Labrador","All hunters","1980","637","150"
"SNIPK","Snipe harvest","Nova Scotia","All hunters","1980","208","58"
"SNIPK","Snipe harvest","Ontario","All hunters","1980","63","46"
"SNIPK","Snipe harvest","Prince Edward Island","All hunters","1980","24","17"
"SNIPK","Snipe harvest","Quebec","All hunters","1980","1307","307"
"SNIPK","Snipe harvest","Alberta","All hunters","1981","97","50"
"SNIPK","Snipe harvest","British Columbia","All hunters","1981","155","63"
"SNIPK","Snipe harvest","Manitoba","All hunters","1981","132","103"
"SNIPK","Snipe harvest","New Brunswick","All hunters","1981","27","13"
"SNIPK","Snipe harvest","Newfoundland and Labrador","All hunters","1981","651","181"
"SNIPK","Snipe harvest","Nova Scotia","All hunters","1981","196","120"
"SNIPK","Snipe harvest","Ontario","All hunters","1981","90","62"
"SNIPK","Snipe harvest","Prince Edward Island","All hunters","1981","143","78"
"SNIPK","Snipe harvest","Quebec","All hunters","1981","690","167"
"SNIPK","Snipe harvest","Saskatchewan","All hunters","1981","110","63"
"SNIPK","Snipe harvest","Alberta","All hunters","1982","206","95"
"SNIPK","Snipe harvest","British Columbia","All hunters","1982","18","17"
"SNIPK","Snipe harvest","Manitoba","All hunters","1982","76","44"
"SNIPK","Snipe harvest","New Brunswick","All hunters","1982","21","13"
"SNIPK","Snipe harvest","Newfoundland and Labrador","All hunters","1982","883","260"
"SNIPK","Snipe harvest","Nova Scotia","All hunters","1982","121","67"
"SNIPK","Snipe harvest","Ontario","All hunters","1982","26","26"
"SNIPK","Snipe harvest","Quebec","All hunters","1982","1364","305"
"SNIPK","Snipe harvest","Saskatchewan","All hunters","1982","69","55"
"SNIPK","Snipe harvest","Alberta","All hunters","1983","532","207"
"SNIPK","Snipe harvest","British Columbia","All hunters","1983","211","135"
"SNIPK","Snipe harvest","Manitoba","All hunters","1983","46","31"
"SNIPK","Snipe harvest","Newfoundland and Labrador","All hunters","1983","620","185"
"SNIPK","Snipe harvest","Nova Scotia","All hunters","1983","68","33"
"SNIPK","Snipe harvest","Ontario","All hunters","1983","174","131"
"SNIPK","Snipe harvest","Quebec","All hunters","1983","974","202"
"SNIPK","Snipe harvest","Saskatchewan","All hunters","1983","56","55"
"SNIPK","Snipe harvest","Alberta","All hunters","1984","53","37"
"SNIPK","Snipe harvest","British Columbia","All hunters","1984","313","155"
"SNIPK","Snipe harvest","Manitoba","All hunters","1984","36","35"
"SNIPK","Snipe harvest","New Brunswick","All hunters","1984","113","82"
"SNIPK","Snipe harvest","Newfoundland and Labrador","All hunters","1984","973","271"
"SNIPK","Snipe harvest","Nova Scotia","All hunters","1984","75","51"
"SNIPK","Snipe harvest","Ontario","All hunters","1984","207","91"
"SNIPK","Snipe harvest","Prince Edward Island","All hunters","1984","155","152"
"SNIPK","Snipe harvest","Quebec","All hunters","1984","1180","215"
"SNIPK","Snipe harvest","Saskatchewan","All hunters","1984","54","38"
"SNIPK","Snipe harvest","Alberta","All hunters","1985","152","73"
"SNIPK","Snipe harvest","British Columbia","All hunters","1985","19","19"
"SNIPK","Snipe harvest","Manitoba","All hunters","1985","113","58"
"SNIPK","Snipe harvest","New Brunswick","All hunters","1985","217","106"
"SNIPK","Snipe harvest","Newfoundland and Labrador","All hunters","1985","284","133"
"SNIPK","Snipe harvest","Nova Scotia","All hunters","1985","89","56"
"SNIPK","Snipe harvest","Northwest Territories","All hunters","1985","44","42"
"SNIPK","Snipe harvest","Ontario","All hunters","1985","295","137"
"SNIPK","Snipe harvest","Prince Edward Island","All hunters","1985","18","17"
"SNIPK","Snipe harvest","Quebec","All hunters","1985","846","199"
"SNIPK","Snipe harvest","Alberta","All hunters","1986","204","65"
"SNIPK","Snipe harvest","British Columbia","All hunters","1986","129","80"
"SNIPK","Snipe harvest","Manitoba","All hunters","1986","39","28"
"SNIPK","Snipe harvest","Newfoundland and Labrador","All hunters","1986","408","118"
"SNIPK","Snipe harvest","Nova Scotia","All hunters","1986","98","69"
"SNIPK","Snipe harvest","Ontario","All hunters","1986","156","63"
"SNIPK","Snipe harvest","Prince Edward Island","All hunters","1986","235","178"
"SNIPK","Snipe harvest","Quebec","All hunters","1986","1219","240"
"SNIPK","Snipe harvest","Alberta","All hunters","1987","231","106"
"SNIPK","Snipe harvest","British Columbia","All hunters","1987","110","75"
"SNIPK","Snipe harvest","Manitoba","All hunters","1987","31","31"
"SNIPK","Snipe harvest","New Brunswick","All hunters","1987","225","154"
"SNIPK","Snipe harvest","Newfoundland and Labrador","All hunters","1987","565","190"
"SNIPK","Snipe harvest","Nova Scotia","All hunters","1987","36","36"
"SNIPK","Snipe harvest","Ontario","All hunters","1987","213","130"
"SNIPK","Snipe harvest","Quebec","All hunters","1987","1068","260"
"SNIPK","Snipe harvest","Saskatchewan","All hunters","1987","107","68"
"SNIPK","Snipe harvest","Alberta","All hunters","1988","103","48"
"SNIPK","Snipe harvest","British Columbia","All hunters","1988","38","27"
"SNIPK","Snipe harvest","Manitoba","All hunters","1988","72","50"
"SNIPK","Snipe harvest","New Brunswick","All hunters","1988","51","36"
"SNIPK","Snipe harvest","Newfoundland and Labrador","All hunters","1988","240","94"
"SNIPK","Snipe harvest","Nova Scotia","All hunters","1988","49","28"
"SNIPK","Snipe harvest","Ontario","All hunters","1988","238","85"
"SNIPK","Snipe harvest","Prince Edward Island","All hunters","1988","30","29"
"SNIPK","Snipe harvest","Quebec","All hunters","1988","561","134"
"SNIPK","Snipe harvest","Saskatchewan","All hunters","1988","24","23"
"SNIPK","Snipe harvest","Alberta","All hunters","1989","105","65"
"SNIPK","Snipe harvest","British Columbia","All hunters","1989","68","33"
"SNIPK","Snipe harvest","Manitoba","All hunters","1989","21","21"
"SNIPK","Snipe harvest","New Brunswick","All hunters","1989","63","44"
"SNIPK","Snipe harvest","Newfoundland and Labrador","All hunters","1989","420","126"
"SNIPK","Snipe harvest","Nova Scotia","All hunters","1989","291","158"
"SNIPK","Snipe harvest","Ontario","All hunters","1989","269","122"
"SNIPK","Snipe harvest","Quebec","All hunters","1989","978","220"
"SNIPK","Snipe harvest","Saskatchewan","All hunters","1989","41","28"
"SNIPK","Snipe harvest","Alberta","All hunters","1990","202","83"
"SNIPK","Snipe harvest","Manitoba","All hunters","1990","50","31"
"SNIPK","Snipe harvest","New Brunswick","All hunters","1990","26","26"
"SNIPK","Snipe harvest","Newfoundland and Labrador","All hunters","1990","437","247"
"SNIPK","Snipe harvest","Nova Scotia","All hunters","1990","43","26"
"SNIPK","Snipe harvest","Ontario","All hunters","1990","188","85"
"SNIPK","Snipe harvest","Quebec","All hunters","1990","807","242"
"SNIPK","Snipe harvest","Saskatchewan","All hunters","1990","38","23"
"SNIPK","Snipe harvest","Alberta","All hunters","1991","1229","427"
"SNIPK","Snipe harvest","British Columbia","All hunters","1991","544","223"
"SNIPK","Snipe harvest","Manitoba","All hunters","1991","233","82"
"SNIPK","Snipe harvest","New Brunswick","All hunters","1991","601","411"
"SNIPK","Snipe harvest","Newfoundland and Labrador","All hunters","1991","6552","1395"
"SNIPK","Snipe harvest","Nova Scotia","All hunters","1991","1271","433"
"SNIPK","Snipe harvest","Ontario","All hunters","1991","4158","710"
"SNIPK","Snipe harvest","Prince Edward Island","All hunters","1991","450","337"
"SNIPK","Snipe harvest","Quebec","All hunters","1991","15505","2026"
"SNIPK","Snipe harvest","Saskatchewan","All hunters","1991","571","258"
"SNIPK","Snipe harvest","Alberta","All hunters","1992","1169","477"
"SNIPK","Snipe harvest","British Columbia","All hunters","1992","731","231"
"SNIPK","Snipe harvest","Manitoba","All hunters","1992","675","399"
"SNIPK","Snipe harvest","New Brunswick","All hunters","1992","836","316"
"SNIPK","Snipe harvest","Newfoundland and Labrador","All hunters","1992","5574","976"
"SNIPK","Snipe harvest","Nova Scotia","All hunters","1992","1617","396"
"SNIPK","Snipe harvest","Ontario","All hunters","1992","4646","838"
"SNIPK","Snipe harvest","Prince Edward Island","All hunters","1992","326","166"
"SNIPK","Snipe harvest","Quebec","All hunters","1992","15080","2220"
"SNIPK","Snipe harvest","Saskatchewan","All hunters","1992","96","56"
"SNIPK","Snipe harvest","Alberta","All hunters","1993","1109","460"
"SNIPK","Snipe harvest","British Columbia","All hunters","1993","139","72"
"SNIPK","Snipe harvest","Manitoba","All hunters","1993","892","316"
"SNIPK","Snipe harvest","New Brunswick","All hunters","1993","1347","434"
"SNIPK","Snipe harvest","Newfoundland and Labrador","All hunters","1993","6446","1195"
"SNIPK","Snipe harvest","Nova Scotia","All hunters","1993","1197","391"
"SNIPK","Snipe harvest","Ontario","All hunters","1993","5059","845"
"SNIPK","Snipe harvest","Prince Edward Island","All hunters","1993","408","304"
"SNIPK","Snipe harvest","Quebec","All hunters","1993","14162","1841"
"SNIPK","Snipe harvest","Saskatchewan","All hunters","1993","291","130"
"SNIPK","Snipe harvest","Alberta","All hunters","1994","2634","767"
"SNIPK","Snipe harvest","British Columbia","All hunters","1994","381","128"
"SNIPK","Snipe harvest","Manitoba","All hunters","1994","559","209"
"SNIPK","Snipe harvest","New Brunswick","All hunters","1994","722","318"
"SNIPK","Snipe harvest","Newfoundland and Labrador","All hunters","1994","4940","998"
"SNIPK","Snipe harvest","Nova Scotia","All hunters","1994","1103","488"
"SNIPK","Snipe harvest","Ontario","All hunters","1994","3178","745"
"SNIPK","Snipe harvest","Prince Edward Island","All hunters","1994","57","56"
"SNIPK","Snipe harvest","Quebec","All hunters","1994","11550","1992"
"SNIPK","Snipe harvest","Saskatchewan","All hunters","1994","384","153"
"SNIPK","Snipe harvest","Alberta","All hunters","1995","1266","395"
"SNIPK","Snipe harvest","British Columbia","All hunters","1995","285","123"
"SNIPK","Snipe harvest","Manitoba","All hunters","1995","935","367"
"SNIPK","Snipe harvest","New Brunswick","All hunters","1995","1338","697"
"SNIPK","Snipe harvest","Newfoundland and Labrador","All hunters","1995","5423","952"
"SNIPK","Snipe harvest","Nova Scotia","All hunters","1995","1000","274"
"SNIPK","Snipe harvest","Ontario","All hunters","1995","2028","442"
"SNIPK","Snipe harvest","Prince Edward Island","All hunters","1995","43","30"
"SNIPK","Snipe harvest","Quebec","All hunters","1995","9125","1483"
"SNIPK","Snipe harvest","Saskatchewan","All hunters","1995","340","195"
"SNIPK","Snipe harvest","Yukon Territory","All hunters","1995","5","4"
"SNIPK","Snipe harvest","Alberta","All hunters","1996","1711","653"
"SNIPK","Snipe harvest","British Columbia","All hunters","1996","126","58"
"SNIPK","Snipe harvest","Manitoba","All hunters","1996","870","431"
"SNIPK","Snipe harvest","New Brunswick","All hunters","1996","506","234"
"SNIPK","Snipe harvest","Newfoundland and Labrador","All hunters","1996","2589","561"
"SNIPK","Snipe harvest","Nova Scotia","All hunters","1996","431","209"
"SNIPK","Snipe harvest","Ontario","All hunters","1996","1905","387"
"SNIPK","Snipe harvest","Prince Edward Island","All hunters","1996","307","226"
"SNIPK","Snipe harvest","Quebec","All hunters","1996","11195","1439"
"SNIPK","Snipe harvest","Saskatchewan","All hunters","1996","211","120"
"SNIPK","Snipe harvest","Alberta","All hunters","1997","1735","774"
"SNIPK","Snipe harvest","British Columbia","All hunters","1997","109","52"
"SNIPK","Snipe harvest","Manitoba","All hunters","1997","763","231"
"SNIPK","Snipe harvest","New Brunswick","All hunters","1997","1391","623"
"SNIPK","Snipe harvest","Newfoundland and Labrador","All hunters","1997","2351","597"
"SNIPK","Snipe harvest","Nova Scotia","All hunters","1997","389","159"
"SNIPK","Snipe harvest","Ontario","All hunters","1997","1752","391"
"SNIPK","Snipe harvest","Prince Edward Island","All hunters","1997","127","103"
"SNIPK","Snipe harvest","Quebec","All hunters","1997","7293","1179"
"SNIPK","Snipe harvest","Saskatchewan","All hunters","1997","140","98"
"SNIPK","Snipe harvest","Alberta","All hunters","1998","972","354"
"SNIPK","Snipe harvest","British Columbia","All hunters","1998","92","78"
"SNIPK","Snipe harvest","Manitoba","All hunters","1998","1234","580"
"SNIPK","Snipe harvest","New Brunswick","All hunters","1998","744","565"
"SNIPK","Snipe harvest","Newfoundland and Labrador","All hunters","1998","3602","709"
"SNIPK","Snipe harvest","Nova Scotia","All hunters","1998","542","234"
"SNIPK","Snipe harvest","Ontario","All hunters","1998","1831","320"
"SNIPK","Snipe harvest","Prince Edward Island","All hunters","1998","42","40"
"SNIPK","Snipe harvest","Quebec","All hunters","1998","7814","1357"
"SNIPK","Snipe harvest","Saskatchewan","All hunters","1998","491","326"
"SNIPK","Snipe harvest","Alberta","All hunters","1999","472","336"
"SNIPK","Snipe harvest","British Columbia","All hunters","1999","214","156"
"SNIPK","Snipe harvest","Manitoba","All hunters","1999","741","246"
"SNIPK","Snipe harvest","New Brunswick","All hunters","1999","369","189"
"SNIPK","Snipe harvest","Newfoundland and Labrador","All hunters","1999","2759","648"
"SNIPK","Snipe harvest","Nova Scotia","All hunters","1999","690","259"
"SNIPK","Snipe harvest","Northwest Territories","All hunters","1999","15","13"
"SNIPK","Snipe harvest","Ontario","All hunters","1999","2279","438"
"SNIPK","Snipe harvest","Prince Edward Island","All hunters","1999","71","56"
"SNIPK","Snipe harvest","Quebec","All hunters","1999","6760","1079"
"SNIPK","Snipe harvest","Saskatchewan","All hunters","1999","671","459"
"SNIPK","Snipe harvest","Alberta","All hunters","2000","625","209"
"SNIPK","Snipe harvest","British Columbia","All hunters","2000","234","114"
"SNIPK","Snipe harvest","Manitoba","All hunters","2000","721","205"
"SNIPK","Snipe harvest","New Brunswick","All hunters","2000","68","37"
"SNIPK","Snipe harvest","Newfoundland and Labrador","All hunters","2000","3544","752"
"SNIPK","Snipe harvest","Nova Scotia","All hunters","2000","496","195"
"SNIPK","Snipe harvest","Ontario","All hunters","2000","2552","777"
"SNIPK","Snipe harvest","Prince Edward Island","All hunters","2000","48","47"
"SNIPK","Snipe harvest","Quebec","All hunters","2000","6925","998"
"SNIPK","Snipe harvest","Saskatchewan","All hunters","2000","636","292"
"SNIPK","Snipe harvest","Alberta","All hunters","2001","167","74"
"SNIPK","Snipe harvest","British Columbia","All hunters","2001","148","65"
